formula,avg_Atomic_Radius,avg_Pauling_Electronegativity,avg_number_of_valence_electrons,avg_Cohesive_energy_ev_atom,avg_Bulk_modulus_RT_Gpa,avg_Elastic_modulus_RT_Gpa,avg_Shear_modulus_RT_Gpa,avg_Melting_point_(K),avg_rate_shear_mod_Mpa_perK,avg_Solid_Solubility_atpct,avg_lattice_constant_A,avg_BEC_percm3,avg_Av.Valence_bond_strength_ev,avg_EngelZ_e/a,range_Atomic_Radius,range_Pauling_Electronegativity,range_number_of_valence_electrons,range_Cohesive_energy_ev_atom,range_Bulk_modulus_RT_Gpa,range_Elastic_modulus_RT_Gpa,range_Shear_modulus_RT_Gpa,range_Melting_point_(K),range_rate_shear_mod_Mpa_perK,range_Solid_Solubility_atpct,range_lattice_constant_A,range_BEC_percm3,range_Av.Valence_bond_strength_ev,range_EngelZ_e/a,var_Atomic_Radius,var_Pauling_Electronegativity,var_number_of_valence_electrons,var_Cohesive_energy_ev_atom,var_Bulk_modulus_RT_Gpa,var_Elastic_modulus_RT_Gpa,var_Shear_modulus_RT_Gpa,var_Melting_point_(K),var_rate_shear_mod_Mpa_perK,var_Solid_Solubility_atpct,var_lattice_constant_A,var_BEC_percm3,var_Av.Valence_bond_strength_ev,var_EngelZ_e/a,Temp,hardness,concat_text
Al0.38 Co1 Cr1 Fe1 Mn1 Ni1,1.5405947955390336,1.7549814126394054,7.646840148698885,3.981078066914499,155.92565055762083,208.8475836431227,68.20093363101279,1729.4325278810413,-21.28872344,20.72727272727273,4.128066914498142,5.016319702602231e-21,2.060542750929368,5.899628252788104,0.48,0.3599999999999999,7.0,1.5200000000000005,104.0,209.0,89.0,1197.0,8.737094040000002,20.0,6.380000000000001,3.75e-21,1.0970000000000002,3.8,0.024022222222222226,0.019333333333333317,5.138888888888889,0.3223666666666667,1440.5555555555557,3860.9166666666665,774.888888888889,134464.66666666672,11.484732370025231,65.21225,4.801666666666668,1.7115250000000002e-42,0.13975188888888893,1.5333333333333332,25.0,182.0,"
    Formula: Al0.38 Co1 Cr1 Fe1 Mn1 Ni1
    avg_Atomic_Radius: 1.5405947955390336
    avg_Pauling_Electronegativity: 1.7549814126394054
    avg_number_of_valence_electrons: 7.646840148698885
    avg_Cohesive_energy_ev_atom: 3.981078066914499
    avg_Bulk_modulus_RT_Gpa: 155.92565055762083
    avg_Elastic_modulus_RT_Gpa: 208.8475836431227
    avg_Melting_point_(K): 1729.4325278810413
    avg_lattice_constant_A: 4.128066914498142
    avg_BEC_percm3: 5.016319702602231e-21
    avg_Av.Valence_bond_strength_ev: 2.060542750929368
    avg_EngelZ_e/a: 5.899628252788104
    Temperature: 25.0
    "
Al0.43 Co1 Cr1 Fe1 Mn1 Ni1,1.5372744014732966,1.7536464088397792,7.604051565377532,3.9756353591160223,155.18968692449354,207.56906077348066,68.20093363101279,1722.100276243094,-21.28872344,20.72727272727273,4.127348066298342,4.986795580110497e-21,2.064534069981584,5.872928176795581,0.48,0.3599999999999999,7.0,1.5200000000000005,104.0,209.0,89.0,1197.0,8.737094040000002,20.0,6.380000000000001,3.75e-21,1.0970000000000002,3.8,0.024022222222222226,0.019333333333333317,5.138888888888889,0.3223666666666667,1440.5555555555557,3860.9166666666665,774.888888888889,134464.66666666672,11.484732370025231,65.21225,4.801666666666668,1.7115250000000002e-42,0.13975188888888893,1.5333333333333332,25.0,183.0,"
    Formula: Al0.43 Co1 Cr1 Fe1 Mn1 Ni1
    avg_Atomic_Radius: 1.5372744014732966
    avg_Pauling_Electronegativity: 1.7536464088397792
    avg_number_of_valence_electrons: 7.604051565377532
    avg_Cohesive_energy_ev_atom: 3.9756353591160223
    avg_Bulk_modulus_RT_Gpa: 155.18968692449354
    avg_Elastic_modulus_RT_Gpa: 207.56906077348066
    avg_Melting_point_(K): 1722.100276243094
    avg_lattice_constant_A: 4.127348066298342
    avg_BEC_percm3: 4.986795580110497e-21
    avg_Av.Valence_bond_strength_ev: 2.064534069981584
    avg_EngelZ_e/a: 5.872928176795581
    Temperature: 25.0
    "
Al0.49 Co1 Cr1 Fe1 Mn1 Ni1,1.5333697632058287,1.7520765027322402,7.553734061930783,3.969234972677595,154.32422586520946,206.0655737704918,68.20093363101279,1713.477868852459,-21.28872344,20.72727272727273,4.1265027322404375,4.952076502732241e-21,2.0692276867030968,5.841530054644808,0.48,0.3599999999999999,7.0,1.5200000000000005,104.0,209.0,89.0,1197.0,8.737094040000002,20.0,6.380000000000001,3.75e-21,1.0970000000000002,3.8,0.024022222222222226,0.019333333333333317,5.138888888888889,0.3223666666666667,1440.5555555555557,3860.9166666666665,774.888888888889,134464.66666666672,11.484732370025231,65.21225,4.801666666666668,1.7115250000000002e-42,0.13975188888888893,1.5333333333333332,25.0,220.0,"
    Formula: Al0.49 Co1 Cr1 Fe1 Mn1 Ni1
    avg_Atomic_Radius: 1.5333697632058287
    avg_Pauling_Electronegativity: 1.7520765027322402
    avg_number_of_valence_electrons: 7.553734061930783
    avg_Cohesive_energy_ev_atom: 3.969234972677595
    avg_Bulk_modulus_RT_Gpa: 154.32422586520946
    avg_Elastic_modulus_RT_Gpa: 206.0655737704918
    avg_Melting_point_(K): 1713.477868852459
    avg_lattice_constant_A: 4.1265027322404375
    avg_BEC_percm3: 4.952076502732241e-21
    avg_Av.Valence_bond_strength_ev: 2.0692276867030968
    avg_EngelZ_e/a: 5.841530054644808
    Temperature: 25.0
    "
Al0.56 Co1 Cr1 Fe1 Mn1 Ni1,1.5289208633093523,1.7502877697841726,7.496402877697841,3.961942446043165,153.33812949640287,204.35251798561148,68.20093363101279,1703.6535971223022,-21.28872344,20.72727272727273,4.1255395683453235,4.912517985611511e-21,2.074575539568345,5.805755395683454,0.48,0.3599999999999999,7.0,1.5200000000000005,104.0,209.0,89.0,1197.0,8.737094040000002,20.0,6.380000000000001,3.75e-21,1.0970000000000002,3.8,0.024022222222222226,0.019333333333333317,5.138888888888889,0.3223666666666667,1440.5555555555557,3860.9166666666665,774.888888888889,134464.66666666672,11.484732370025231,65.21225,4.801666666666668,1.7115250000000002e-42,0.13975188888888893,1.5333333333333332,25.0,278.0,"
    Formula: Al0.56 Co1 Cr1 Fe1 Mn1 Ni1
    avg_Atomic_Radius: 1.5289208633093523
    avg_Pauling_Electronegativity: 1.7502877697841726
    avg_number_of_valence_electrons: 7.496402877697841
    avg_Cohesive_energy_ev_atom: 3.961942446043165
    avg_Bulk_modulus_RT_Gpa: 153.33812949640287
    avg_Elastic_modulus_RT_Gpa: 204.35251798561148
    avg_Melting_point_(K): 1703.6535971223022
    avg_lattice_constant_A: 4.1255395683453235
    avg_BEC_percm3: 4.912517985611511e-21
    avg_Av.Valence_bond_strength_ev: 2.074575539568345
    avg_EngelZ_e/a: 5.805755395683454
    Temperature: 25.0
    "
Al0.62 Co1 Cr1 Fe1 Mn1 Ni1,1.5251957295373666,1.7487900355871886,7.448398576512456,3.9558362989323843,152.51245551601426,202.91814946619218,68.20093363101279,1695.4275800711746,-21.28872344,20.72727272727273,4.12473309608541,4.879395017793595e-21,2.079053380782918,5.775800711743773,0.48,0.3599999999999999,7.0,1.5200000000000005,104.0,209.0,89.0,1197.0,8.737094040000002,20.0,6.380000000000001,3.75e-21,1.0970000000000002,3.8,0.024022222222222226,0.019333333333333317,5.138888888888889,0.3223666666666667,1440.5555555555557,3860.9166666666665,774.888888888889,134464.66666666672,11.484732370025231,65.21225,4.801666666666668,1.7115250000000002e-42,0.13975188888888893,1.5333333333333332,25.0,405.0,"
    Formula: Al0.62 Co1 Cr1 Fe1 Mn1 Ni1
    avg_Atomic_Radius: 1.5251957295373666
    avg_Pauling_Electronegativity: 1.7487900355871886
    avg_number_of_valence_electrons: 7.448398576512456
    avg_Cohesive_energy_ev_atom: 3.9558362989323843
    avg_Bulk_modulus_RT_Gpa: 152.51245551601426
    avg_Elastic_modulus_RT_Gpa: 202.91814946619218
    avg_Melting_point_(K): 1695.4275800711746
    avg_lattice_constant_A: 4.12473309608541
    avg_BEC_percm3: 4.879395017793595e-21
    avg_Av.Valence_bond_strength_ev: 2.079053380782918
    avg_EngelZ_e/a: 5.775800711743773
    Temperature: 25.0
    "
Al0.68 Co1 Cr1 Fe1 Mn1 Ni1,1.5215492957746481,1.7473239436619719,7.401408450704225,3.9498591549295776,151.7042253521127,201.51408450704224,68.20093363101279,1687.3753521126762,-21.28872344,20.72727272727273,4.123943661971832,4.846971830985917e-21,2.0834366197183103,5.746478873239437,0.48,0.3599999999999999,7.0,1.5200000000000005,104.0,209.0,89.0,1197.0,8.737094040000002,20.0,6.380000000000001,3.75e-21,1.0970000000000002,3.8,0.024022222222222226,0.019333333333333317,5.138888888888889,0.3223666666666667,1440.5555555555557,3860.9166666666665,774.888888888889,134464.66666666672,11.484732370025231,65.21225,4.801666666666668,1.7115250000000002e-42,0.13975188888888893,1.5333333333333332,25.0,486.0,"
    Formula: Al0.68 Co1 Cr1 Fe1 Mn1 Ni1
    avg_Atomic_Radius: 1.5215492957746481
    avg_Pauling_Electronegativity: 1.7473239436619719
    avg_number_of_valence_electrons: 7.401408450704225
    avg_Cohesive_energy_ev_atom: 3.9498591549295776
    avg_Bulk_modulus_RT_Gpa: 151.7042253521127
    avg_Elastic_modulus_RT_Gpa: 201.51408450704224
    avg_Melting_point_(K): 1687.3753521126762
    avg_lattice_constant_A: 4.123943661971832
    avg_BEC_percm3: 4.846971830985917e-21
    avg_Av.Valence_bond_strength_ev: 2.0834366197183103
    avg_EngelZ_e/a: 5.746478873239437
    Temperature: 25.0
    "
Al0.75 Co1 Cr1 Fe1 Mn1 Ni1,1.517391304347826,1.7456521739130435,7.3478260869565215,3.9430434782608694,150.7826086956522,199.91304347826087,68.20093363101279,1678.1934782608696,-21.28872344,20.72727272727273,4.12304347826087,4.81e-21,2.0884347826086955,5.71304347826087,0.48,0.3599999999999999,7.0,1.5200000000000005,104.0,209.0,89.0,1197.0,8.737094040000002,20.0,6.380000000000001,3.75e-21,1.0970000000000002,3.8,0.024022222222222226,0.019333333333333317,5.138888888888889,0.3223666666666667,1440.5555555555557,3860.9166666666665,774.888888888889,134464.66666666672,11.484732370025231,65.21225,4.801666666666668,1.7115250000000002e-42,0.13975188888888893,1.5333333333333332,25.0,530.0,"
    Formula: Al0.75 Co1 Cr1 Fe1 Mn1 Ni1
    avg_Atomic_Radius: 1.517391304347826
    avg_Pauling_Electronegativity: 1.7456521739130435
    avg_number_of_valence_electrons: 7.3478260869565215
    avg_Cohesive_energy_ev_atom: 3.9430434782608694
    avg_Bulk_modulus_RT_Gpa: 150.7826086956522
    avg_Elastic_modulus_RT_Gpa: 199.91304347826087
    avg_Melting_point_(K): 1678.1934782608696
    avg_lattice_constant_A: 4.12304347826087
    avg_BEC_percm3: 4.81e-21
    avg_Av.Valence_bond_strength_ev: 2.0884347826086955
    avg_EngelZ_e/a: 5.71304347826087
    Temperature: 25.0
    "
Al0.81 Co1 Cr1 Fe1 Mn1 Ni1,1.513907056798623,1.7442512908777967,7.302925989672978,3.9373321858864023,150.01032702237518,198.57142857142858,68.20093363101279,1670.4993975903615,-21.28872344,20.72727272727273,4.122289156626506,4.779018932874355e-21,2.0926230636833045,5.685025817555937,0.48,0.3599999999999999,7.0,1.5200000000000005,104.0,209.0,89.0,1197.0,8.737094040000002,20.0,6.380000000000001,3.75e-21,1.0970000000000002,3.8,0.024022222222222226,0.019333333333333317,5.138888888888889,0.3223666666666667,1440.5555555555557,3860.9166666666665,774.888888888889,134464.66666666672,11.484732370025231,65.21225,4.801666666666668,1.7115250000000002e-42,0.13975188888888893,1.5333333333333332,25.0,539.0,"
    Formula: Al0.81 Co1 Cr1 Fe1 Mn1 Ni1
    avg_Atomic_Radius: 1.513907056798623
    avg_Pauling_Electronegativity: 1.7442512908777967
    avg_number_of_valence_electrons: 7.302925989672978
    avg_Cohesive_energy_ev_atom: 3.9373321858864023
    avg_Bulk_modulus_RT_Gpa: 150.01032702237518
    avg_Elastic_modulus_RT_Gpa: 198.57142857142858
    avg_Melting_point_(K): 1670.4993975903615
    avg_lattice_constant_A: 4.122289156626506
    avg_BEC_percm3: 4.779018932874355e-21
    avg_Av.Valence_bond_strength_ev: 2.0926230636833045
    avg_EngelZ_e/a: 5.685025817555937
    Temperature: 25.0
    "
Al0.88 Co1 Cr1 Fe1 Mn1 Ni1,1.5099319727891158,1.7426530612244897,7.2517006802721085,3.9308163265306124,149.12925170068027,197.04081632653057,68.20093363101279,1661.7214285714285,-21.28872344,20.72727272727273,4.121428571428571,4.743673469387755e-21,2.0974013605442177,5.653061224489796,0.48,0.3599999999999999,7.0,1.5200000000000005,104.0,209.0,89.0,1197.0,8.737094040000002,20.0,6.380000000000001,3.75e-21,1.0970000000000002,3.8,0.024022222222222226,0.019333333333333317,5.138888888888889,0.3223666666666667,1440.5555555555557,3860.9166666666665,774.888888888889,134464.66666666672,11.484732370025231,65.21225,4.801666666666668,1.7115250000000002e-42,0.13975188888888893,1.5333333333333332,25.0,533.0,"
    Formula: Al0.88 Co1 Cr1 Fe1 Mn1 Ni1
    avg_Atomic_Radius: 1.5099319727891158
    avg_Pauling_Electronegativity: 1.7426530612244897
    avg_number_of_valence_electrons: 7.2517006802721085
    avg_Cohesive_energy_ev_atom: 3.9308163265306124
    avg_Bulk_modulus_RT_Gpa: 149.12925170068027
    avg_Elastic_modulus_RT_Gpa: 197.04081632653057
    avg_Melting_point_(K): 1661.7214285714285
    avg_lattice_constant_A: 4.121428571428571
    avg_BEC_percm3: 4.743673469387755e-21
    avg_Av.Valence_bond_strength_ev: 2.0974013605442177
    avg_EngelZ_e/a: 5.653061224489796
    Temperature: 25.0
    "
Al0.95 Co1 Cr1 Fe1 Mn1 Ni1,1.5060504201680671,1.7410924369747898,7.201680672268907,3.924453781512605,148.2689075630252,195.54621848739495,68.20093363101279,1653.1499999999996,-21.28872344,20.72727272727273,4.120588235294117,4.709159663865547e-21,2.1020672268907563,5.621848739495798,0.48,0.3599999999999999,7.0,1.5200000000000005,104.0,209.0,89.0,1197.0,8.737094040000002,20.0,6.380000000000001,3.75e-21,1.0970000000000002,3.8,0.024022222222222226,0.019333333333333317,5.138888888888889,0.3223666666666667,1440.5555555555557,3860.9166666666665,774.888888888889,134464.66666666672,11.484732370025231,65.21225,4.801666666666668,1.7115250000000002e-42,0.13975188888888893,1.5333333333333332,25.0,535.0,"
    Formula: Al0.95 Co1 Cr1 Fe1 Mn1 Ni1
    avg_Atomic_Radius: 1.5060504201680671
    avg_Pauling_Electronegativity: 1.7410924369747898
    avg_number_of_valence_electrons: 7.201680672268907
    avg_Cohesive_energy_ev_atom: 3.924453781512605
    avg_Bulk_modulus_RT_Gpa: 148.2689075630252
    avg_Elastic_modulus_RT_Gpa: 195.54621848739495
    avg_Melting_point_(K): 1653.1499999999996
    avg_lattice_constant_A: 4.120588235294117
    avg_BEC_percm3: 4.709159663865547e-21
    avg_Av.Valence_bond_strength_ev: 2.1020672268907563
    avg_EngelZ_e/a: 5.621848739495798
    Temperature: 25.0
    "
Al1 Co0.8 Cr0.8 Fe0.8 Mn0.8 Ni0.8,1.4904,1.7348,7.0,3.8987999999999996,144.8,189.52,68.20093363101279,1618.59,-21.28872344,20.72727272727273,4.1172,4.570000000000001e-21,2.12088,5.4959999999999996,0.48,0.3599999999999999,7.0,1.5200000000000005,104.0,209.0,89.0,1197.0,8.737094040000002,20.0,6.380000000000001,3.75e-21,1.0970000000000002,3.8,0.024022222222222226,0.019333333333333317,5.138888888888889,0.3223666666666667,1440.5555555555557,3860.9166666666665,774.888888888889,134464.66666666672,11.484732370025231,65.21225,4.801666666666668,1.7115250000000002e-42,0.13975188888888893,1.5333333333333332,25.0,539.0,"
    Formula: Al1 Co0.8 Cr0.8 Fe0.8 Mn0.8 Ni0.8
    avg_Atomic_Radius: 1.4904
    avg_Pauling_Electronegativity: 1.7348
    avg_number_of_valence_electrons: 7.0
    avg_Cohesive_energy_ev_atom: 3.8987999999999996
    avg_Bulk_modulus_RT_Gpa: 144.8
    avg_Elastic_modulus_RT_Gpa: 189.52
    avg_Melting_point_(K): 1618.59
    avg_lattice_constant_A: 4.1172
    avg_BEC_percm3: 4.570000000000001e-21
    avg_Av.Valence_bond_strength_ev: 2.12088
    avg_EngelZ_e/a: 5.4959999999999996
    Temperature: 25.0
    "
Co1 Cr1 Fe1 Mn1 Ni1,1.5680000000000003,1.766,8.0,4.026000000000001,162.0,219.4,68.20093363101279,1789.9500000000003,-21.28872344,20.72727272727273,4.134,5.260000000000002e-21,2.0276,6.120000000000001,0.16999999999999993,0.3599999999999999,4.0,1.5200000000000005,60.0,81.0,89.0,613.0,8.737094040000002,20.0,6.380000000000001,6.999999999999999e-22,0.9570000000000001,1.3999999999999995,0.0037359999999999984,0.019143999999999994,2.0,0.31942400000000004,496.0,913.0400000000002,774.888888888889,39006.56000000001,11.484732370025231,65.21225,5.760824000000001,7.007999999999996e-44,0.13144744000000003,0.21759999999999988,25.0,176.0,"
    Formula: Co1 Cr1 Fe1 Mn1 Ni1
    avg_Atomic_Radius: 1.5680000000000003
    avg_Pauling_Electronegativity: 1.766
    avg_number_of_valence_electrons: 8.0
    avg_Cohesive_energy_ev_atom: 4.026000000000001
    avg_Bulk_modulus_RT_Gpa: 162.0
    avg_Elastic_modulus_RT_Gpa: 219.4
    avg_Melting_point_(K): 1789.9500000000003
    avg_lattice_constant_A: 4.134
    avg_BEC_percm3: 5.260000000000002e-21
    avg_Av.Valence_bond_strength_ev: 2.0276
    avg_EngelZ_e/a: 6.120000000000001
    Temperature: 25.0
    "
Co1 Cr1 Fe1 Mn1 Ni1,1.5680000000000003,1.766,8.0,4.026000000000001,162.0,219.4,68.20093363101279,1789.9500000000003,-21.28872344,20.72727272727273,4.134,5.260000000000002e-21,2.0276,6.120000000000001,0.16999999999999993,0.3599999999999999,4.0,1.5200000000000005,60.0,81.0,89.0,613.0,8.737094040000002,20.0,6.380000000000001,6.999999999999999e-22,0.9570000000000001,1.3999999999999995,0.0037359999999999984,0.019143999999999994,2.0,0.31942400000000004,496.0,913.0400000000002,774.888888888889,39006.56000000001,11.484732370025231,65.21225,5.760824000000001,7.007999999999996e-44,0.13144744000000003,0.21759999999999988,25.0,144.0,"
    Formula: Co1 Cr1 Fe1 Mn1 Ni1
    avg_Atomic_Radius: 1.5680000000000003
    avg_Pauling_Electronegativity: 1.766
    avg_number_of_valence_electrons: 8.0
    avg_Cohesive_energy_ev_atom: 4.026000000000001
    avg_Bulk_modulus_RT_Gpa: 162.0
    avg_Elastic_modulus_RT_Gpa: 219.4
    avg_Melting_point_(K): 1789.9500000000003
    avg_lattice_constant_A: 4.134
    avg_BEC_percm3: 5.260000000000002e-21
    avg_Av.Valence_bond_strength_ev: 2.0276
    avg_EngelZ_e/a: 6.120000000000001
    Temperature: 25.0
    "
Co1 Cr1 Fe1 Mn1 Ni1,1.5680000000000003,1.766,8.0,4.026000000000001,162.0,219.4,68.20093363101279,1789.9500000000003,-21.28872344,20.72727272727273,4.134,5.260000000000002e-21,2.0276,6.120000000000001,0.16999999999999993,0.3599999999999999,4.0,1.5200000000000005,60.0,81.0,89.0,613.0,8.737094040000002,20.0,6.380000000000001,6.999999999999999e-22,0.9570000000000001,1.3999999999999995,0.0037359999999999984,0.019143999999999994,2.0,0.31942400000000004,496.0,913.0400000000002,774.888888888889,39006.56000000001,11.484732370025231,65.21225,5.760824000000001,7.007999999999996e-44,0.13144744000000003,0.21759999999999988,25.0,135.0,"
    Formula: Co1 Cr1 Fe1 Mn1 Ni1
    avg_Atomic_Radius: 1.5680000000000003
    avg_Pauling_Electronegativity: 1.766
    avg_number_of_valence_electrons: 8.0
    avg_Cohesive_energy_ev_atom: 4.026000000000001
    avg_Bulk_modulus_RT_Gpa: 162.0
    avg_Elastic_modulus_RT_Gpa: 219.4
    avg_Melting_point_(K): 1789.9500000000003
    avg_lattice_constant_A: 4.134
    avg_BEC_percm3: 5.260000000000002e-21
    avg_Av.Valence_bond_strength_ev: 2.0276
    avg_EngelZ_e/a: 6.120000000000001
    Temperature: 25.0
    "
Co1 Cr1 Fe1 Mn1 Ni1 V0.25,1.5747619047619046,1.7595238095238095,7.857142857142857,4.087142857142857,161.9047619047619,215.04761904761907,68.20093363101279,1807.7214285714285,-21.28872344,20.72727272727273,4.080952380952381,5.1814285714285716e-21,2.0638571428571426,6.066666666666666,0.21999999999999997,0.3599999999999999,5.0,2.3899999999999997,60.0,151.0,89.0,646.0,8.737094040000002,20.0,6.380000000000001,1.95e-21,1.3920000000000001,1.7999999999999998,0.005913888888888885,0.01852222222222222,2.9166666666666665,0.4951666666666666,413.8888888888889,1921.1388888888887,774.888888888889,51849.666666666664,11.484732370025231,65.21225,4.973047222222223,4.3652499999999995e-43,0.19005758333333336,0.35555555555555546,25.0,151.0,"
    Formula: Co1 Cr1 Fe1 Mn1 Ni1 V0.25
    avg_Atomic_Radius: 1.5747619047619046
    avg_Pauling_Electronegativity: 1.7595238095238095
    avg_number_of_valence_electrons: 7.857142857142857
    avg_Cohesive_energy_ev_atom: 4.087142857142857
    avg_Bulk_modulus_RT_Gpa: 161.9047619047619
    avg_Elastic_modulus_RT_Gpa: 215.04761904761907
    avg_Melting_point_(K): 1807.7214285714285
    avg_lattice_constant_A: 4.080952380952381
    avg_BEC_percm3: 5.1814285714285716e-21
    avg_Av.Valence_bond_strength_ev: 2.0638571428571426
    avg_EngelZ_e/a: 6.066666666666666
    Temperature: 25.0
    "
Co1 Cr1 Fe1 Mn1 Ni1 V0.25,1.5747619047619046,1.7595238095238095,7.857142857142857,4.087142857142857,161.9047619047619,215.04761904761907,68.20093363101279,1807.7214285714285,-21.28872344,20.72727272727273,4.080952380952381,5.1814285714285716e-21,2.0638571428571426,6.066666666666666,0.21999999999999997,0.3599999999999999,5.0,2.3899999999999997,60.0,151.0,89.0,646.0,8.737094040000002,20.0,6.380000000000001,1.95e-21,1.3920000000000001,1.7999999999999998,0.005913888888888885,0.01852222222222222,2.9166666666666665,0.4951666666666666,413.8888888888889,1921.1388888888887,774.888888888889,51849.666666666664,11.484732370025231,65.21225,4.973047222222223,4.3652499999999995e-43,0.19005758333333336,0.35555555555555546,25.0,144.0,"
    Formula: Co1 Cr1 Fe1 Mn1 Ni1 V0.25
    avg_Atomic_Radius: 1.5747619047619046
    avg_Pauling_Electronegativity: 1.7595238095238095
    avg_number_of_valence_electrons: 7.857142857142857
    avg_Cohesive_energy_ev_atom: 4.087142857142857
    avg_Bulk_modulus_RT_Gpa: 161.9047619047619
    avg_Elastic_modulus_RT_Gpa: 215.04761904761907
    avg_Melting_point_(K): 1807.7214285714285
    avg_lattice_constant_A: 4.080952380952381
    avg_BEC_percm3: 5.1814285714285716e-21
    avg_Av.Valence_bond_strength_ev: 2.0638571428571426
    avg_EngelZ_e/a: 6.066666666666666
    Temperature: 25.0
    "
Co1 Cr1 Fe1 Mn1 Ni1 V0.5,1.580909090909091,1.7536363636363637,7.727272727272727,4.142727272727273,161.8181818181818,211.0909090909091,68.20093363101279,1823.877272727273,-21.28872344,20.72727272727273,4.032727272727273,5.110000000000001e-21,2.096818181818182,6.018181818181819,0.21999999999999997,0.3599999999999999,5.0,2.3899999999999997,60.0,151.0,89.0,646.0,8.737094040000002,20.0,6.380000000000001,1.95e-21,1.3920000000000001,1.7999999999999998,0.005913888888888885,0.01852222222222222,2.9166666666666665,0.4951666666666666,413.8888888888889,1921.1388888888887,774.888888888889,51849.666666666664,11.484732370025231,65.21225,4.973047222222223,4.3652499999999995e-43,0.19005758333333336,0.35555555555555546,25.0,186.0,"
    Formula: Co1 Cr1 Fe1 Mn1 Ni1 V0.5
    avg_Atomic_Radius: 1.580909090909091
    avg_Pauling_Electronegativity: 1.7536363636363637
    avg_number_of_valence_electrons: 7.727272727272727
    avg_Cohesive_energy_ev_atom: 4.142727272727273
    avg_Bulk_modulus_RT_Gpa: 161.8181818181818
    avg_Elastic_modulus_RT_Gpa: 211.0909090909091
    avg_Melting_point_(K): 1823.877272727273
    avg_lattice_constant_A: 4.032727272727273
    avg_BEC_percm3: 5.110000000000001e-21
    avg_Av.Valence_bond_strength_ev: 2.096818181818182
    avg_EngelZ_e/a: 6.018181818181819
    Temperature: 25.0
    "
